gene	expr_score	expr_direction	prom_score	prom_direction	body_score	body_direction	concordance	prize
ARHGAP36	1	1	NA	NA	NA	NA	0	1
SLC22A31	0.999948437661132	1	NA	NA	NA	NA	0	0.999948437661132
GABRB2	0.999896875322265	1	NA	NA	NA	NA	0	0.999896875322265
ZCCHC12	0.999845312983397	1	NA	NA	NA	NA	0	0.999845312983397
DCSTAMP	0.999793750644529	1	NA	NA	NA	NA	0	0.999793750644529
TMPRSS6	0.999742188305662	1	NA	NA	NA	NA	0	0.999742188305662
SYT12	0.999690625966794	1	NA	NA	NA	NA	0	0.999690625966794
LRRC52-AS1	0.999639063627926	1	NA	NA	NA	NA	0	0.999639063627926
LINC02555	0.999587501289058	1	NA	NA	NA	NA	0	0.999587501289058
TMPRSS4	0.999535938950191	1	NA	NA	NA	NA	0	0.999535938950191
LIPH	0.999484376611323	1	NA	NA	NA	NA	0	0.999484376611323
MUC21	0.999432814272455	1	NA	NA	NA	NA	0	0.999432814272455
LINC02471	0.999381251933588	1	NA	NA	NA	NA	0	0.999381251933588
HMGA2	0.99932968959472	1	NA	NA	NA	NA	0	0.99932968959472
KLK7	0.999278127255852	1	NA	NA	NA	NA	0	0.999278127255852
KLK10	0.999226564916985	1	NA	NA	NA	NA	0	0.999226564916985
B3GNT3	0.999175002578117	1	NA	NA	NA	NA	0	0.999175002578117
PRR15	0.999123440239249	1	NA	NA	NA	NA	0	0.999123440239249
KLK11	0.999071877900382	1	NA	NA	NA	NA	0	0.999071877900382
ADCY8	0.999020315561514	1	NA	NA	NA	NA	0	0.999020315561514
AP002358.1	0.998968753222646	1	NA	NA	NA	NA	0	0.998968753222646
CLDN10	0.998917190883779	1	NA	NA	NA	NA	0	0.998917190883779
PNPLA5	0.998865628544911	1	NA	NA	NA	NA	0	0.998865628544911
SLC25A47P1	0.998814066206043	1	NA	NA	NA	NA	0	0.998814066206043
SLC5A5	0.998762503867175	-1	NA	NA	NA	NA	0	0.998762503867175
IVL	0.998710941528308	1	NA	NA	NA	NA	0	0.998710941528308
DMBX1	0.99865937918944	1	NA	NA	NA	NA	0	0.99865937918944
RXRG	0.998607816850572	1	NA	NA	NA	NA	0	0.998607816850572
SYTL5	0.998556254511705	1	NA	NA	NA	NA	0	0.998556254511705
TMEM92	0.998504692172837	1	NA	NA	NA	NA	0	0.998504692172837
CST2	0.998453129833969	1	NA	NA	NA	NA	0	0.998453129833969
TFF3	0.998401567495102	-1	NA	NA	NA	NA	0	0.998401567495102
ZNF804B	0.998350005156234	-1	NA	NA	NA	NA	0	0.998350005156234
THCAT155	0.998298442817366	1	NA	NA	NA	NA	0	0.998298442817366
SLIT1	0.998246880478499	1	NA	NA	NA	NA	0	0.998246880478499
KCNA1	0.998195318139631	-1	NA	NA	NA	NA	0	0.998195318139631
NMU	0.998143755800763	1	NA	NA	NA	NA	0	0.998143755800763
GRM4	0.998092193461895	1	NA	NA	NA	NA	0	0.998092193461895
CCL21	0.998040631123028	-1	NA	NA	NA	NA	0	0.998040631123028
HAPLN1	0.99798906878416	1	NA	NA	NA	NA	0	0.99798906878416
PRSS2	0.997937506445292	1	NA	NA	NA	NA	0	0.997937506445292
TMEM215	0.997885944106425	1	NA	NA	NA	NA	0	0.997885944106425
TRPC5	0.997834381767557	1	NA	NA	NA	NA	0	0.997834381767557
KLK6	0.997782819428689	1	NA	NA	NA	NA	0	0.997782819428689
KLHDC8A	0.997731257089822	1	NA	NA	NA	NA	0	0.997731257089822
NGEF	0.997679694750954	1	NA	NA	NA	NA	0	0.997679694750954
SCARA5	0.997628132412086	-1	NA	NA	NA	NA	0	0.997628132412086
WARS1P1	0.997576570073219	1	NA	NA	NA	NA	0	0.997576570073219
CLDN16	0.997525007734351	1	NA	NA	NA	NA	0	0.997525007734351
STRA6	0.997473445395483	1	NA	NA	NA	NA	0	0.997473445395483
SFTPA1	0.997421883056615	1	NA	NA	NA	NA	0	0.997421883056615
FIBCD1	0.997370320717748	1	NA	NA	NA	NA	0	0.997370320717748
RTL4	0.99731875837888	1	NA	NA	NA	NA	0	0.99731875837888
MYOC	0.997267196040012	-1	NA	NA	NA	NA	0	0.997267196040012
AC025419.1	0.997215633701145	1	NA	NA	NA	NA	0	0.997215633701145
GAP43	0.997164071362277	1	NA	NA	NA	NA	0	0.997164071362277
SLC6A15	0.997112509023409	-1	NA	NA	NA	NA	0	0.997112509023409
CSF2	0.997060946684542	1	NA	NA	NA	NA	0	0.997060946684542
TFF2	0.997009384345674	-1	NA	NA	NA	NA	0	0.997009384345674
CST5	0.996957822006806	1	NA	NA	NA	NA	0	0.996957822006806
LRP1B	0.996906259667939	-1	NA	NA	NA	NA	0	0.996906259667939
ADH1B	0.996854697329071	-1	NA	NA	NA	NA	0	0.996854697329071
SLC6A20	0.996803134990203	1	NA	NA	NA	NA	0	0.996803134990203
VTCN1	0.996751572651336	1	NA	NA	NA	NA	0	0.996751572651336
GJB3	0.996700010312468	1	NA	NA	NA	NA	0	0.996700010312468
SLC34A2	0.9966484479736	1	NA	NA	NA	NA	0	0.9966484479736
PLA2G12B	0.996596885634732	1	NA	NA	NA	NA	0	0.996596885634732
TPO	0.996545323295865	-1	NA	NA	NA	NA	0	0.996545323295865
ST6GALNAC5	0.996493760956997	1	NA	NA	NA	NA	0	0.996493760956997
AC068672.2	0.996442198618129	-1	NA	NA	NA	NA	0	0.996442198618129
PPP1R1B	0.996390636279262	1	NA	NA	NA	NA	0	0.996390636279262
KRT15	0.996339073940394	1	NA	NA	NA	NA	0	0.996339073940394
CDH16	0.996287511601526	-1	NA	NA	NA	NA	0	0.996287511601526
RGS8	0.996235949262659	-1	NA	NA	NA	NA	0	0.996235949262659
RPS29P11	0.996184386923791	1	NA	NA	NA	NA	0	0.996184386923791
TMPRSS11E	0.996132824584923	1	NA	NA	NA	NA	0	0.996132824584923
BIRC7	0.996081262246056	1	NA	NA	NA	NA	0	0.996081262246056
AC007255.1	0.996029699907188	1	NA	NA	NA	NA	0	0.996029699907188
IGFL2	0.99597813756832	1	NA	NA	NA	NA	0	0.99597813756832
HCN4	0.995926575229452	1	NA	NA	NA	NA	0	0.995926575229452
NWD2	0.995875012890585	-1	NA	NA	NA	NA	0	0.995875012890585
RPSAP52	0.995823450551717	1	NA	NA	NA	NA	0	0.995823450551717
GRHL3	0.995771888212849	1	NA	NA	NA	NA	0	0.995771888212849
REN	0.995720325873982	1	NA	NA	NA	NA	0	0.995720325873982
DPP4	0.995668763535114	1	NA	NA	NA	NA	0	0.995668763535114
NECTIN4	0.995617201196246	1	NA	NA	NA	NA	0	0.995617201196246
DPT	0.995565638857379	-1	NA	NA	NA	NA	0	0.995565638857379
RAG2	0.995514076518511	-1	NA	NA	NA	NA	0	0.995514076518511
LINC02082	0.995462514179643	1	NA	NA	NA	NA	0	0.995462514179643
CEACAM6	0.995410951840776	1	NA	NA	NA	NA	0	0.995410951840776
FGF10	0.995359389501908	-1	NA	NA	NA	NA	0	0.995359389501908
WSCD2	0.99530782716304	-1	NA	NA	NA	NA	0	0.99530782716304
AC046195.1	0.995256264824172	-1	NA	NA	NA	NA	0	0.995256264824172
MPPED2-AS1	0.995204702485305	-1	NA	NA	NA	NA	0	0.995204702485305
AC026116.1	0.995153140146437	-1	NA	NA	NA	NA	0	0.995153140146437
FAM180B	0.995101577807569	-1	NA	NA	NA	NA	0	0.995101577807569
AC005906.2	0.995050015468702	-1	NA	NA	NA	NA	0	0.995050015468702
GDF15	0.994998453129834	1	NA	NA	NA	NA	0	0.994998453129834
ELFN2	0.994946890790966	1	NA	NA	NA	NA	0	0.994946890790966
EPHA5	0.994895328452099	-1	NA	NA	NA	NA	0	0.994895328452099
LINC02454	0.994843766113231	1	NA	NA	NA	NA	0	0.994843766113231
PRSS1	0.994792203774363	1	NA	NA	NA	NA	0	0.994792203774363
ODAM	0.994740641435496	-1	NA	NA	NA	NA	0	0.994740641435496
RELN	0.994689079096628	-1	NA	NA	NA	NA	0	0.994689079096628
FUT3	0.99463751675776	1	NA	NA	NA	NA	0	0.99463751675776
AC135584.1	0.994585954418892	-1	NA	NA	NA	NA	0	0.994585954418892
LCN2	0.994534392080025	1	NA	NA	NA	NA	0	0.994534392080025
PSG1	0.994482829741157	1	NA	NA	NA	NA	0	0.994482829741157
HPCAL4	0.994431267402289	1	NA	NA	NA	NA	0	0.994431267402289
UNC5B-AS1	0.994379705063422	1	NA	NA	NA	NA	0	0.994379705063422
VIT	0.994328142724554	-1	NA	NA	NA	NA	0	0.994328142724554
ESPN	0.994276580385686	1	NA	NA	NA	NA	0	0.994276580385686
PAX1	0.994225018046819	-1	NA	NA	NA	NA	0	0.994225018046819
OR4D10	0.994173455707951	1	NA	NA	NA	NA	0	0.994173455707951
DPP6	0.994121893369083	-1	NA	NA	NA	NA	0	0.994121893369083
VGLL1	0.994070331030216	1	NA	NA	NA	NA	0	0.994070331030216
AC012433.2	0.994018768691348	-1	NA	NA	NA	NA	0	0.994018768691348
CUX2	0.99396720635248	-1	NA	NA	NA	NA	0	0.99396720635248
CALCA	0.993915644013612	-1	NA	NA	NA	NA	0	0.993915644013612
DPP4-DT	0.993864081674745	1	NA	NA	NA	NA	0	0.993864081674745
SEMA3D	0.993812519335877	-1	NA	NA	NA	NA	0	0.993812519335877
BMP8A	0.993760956997009	-1	NA	NA	NA	NA	0	0.993760956997009
SLC18A3	0.993709394658142	1	NA	NA	NA	NA	0	0.993709394658142
CHRDL1	0.993657832319274	-1	NA	NA	NA	NA	0	0.993657832319274
TENM1	0.993606269980406	1	NA	NA	NA	NA	0	0.993606269980406
CACNG4	0.993554707641539	1	NA	NA	NA	NA	0	0.993554707641539
PCSK1N	0.993503145302671	1	NA	NA	NA	NA	0	0.993503145302671
FAM178B	0.993451582963803	1	NA	NA	NA	NA	0	0.993451582963803
LINC02408	0.993400020624936	1	NA	NA	NA	NA	0	0.993400020624936
LNCNEF	0.993348458286068	-1	NA	NA	NA	NA	0	0.993348458286068
TFF1	0.9932968959472	-1	NA	NA	NA	NA	0	0.9932968959472
SFTPB	0.993245333608332	1	NA	NA	NA	NA	0	0.993245333608332
CHI3L1	0.993193771269465	1	NA	NA	NA	NA	0	0.993193771269465
FN1	0.993142208930597	1	NA	NA	NA	NA	0	0.993142208930597
RASGRF1	0.993090646591729	1	NA	NA	NA	NA	0	0.993090646591729
KLK12	0.993039084252862	1	NA	NA	NA	NA	0	0.993039084252862
ACTBL2	0.992987521913994	1	NA	NA	NA	NA	0	0.992987521913994
HNRNPA1P27	0.992935959575126	1	NA	NA	NA	NA	0	0.992935959575126
MAN1A2P1	0.992884397236259	-1	NA	NA	NA	NA	0	0.992884397236259
TSPAN19	0.992832834897391	-1	NA	NA	NA	NA	0	0.992832834897391
PKHD1L1	0.992781272558523	-1	NA	NA	NA	NA	0	0.992781272558523
SIGLEC6	0.992729710219656	1	NA	NA	NA	NA	0	0.992729710219656
PDZK1IP1	0.992678147880788	1	NA	NA	NA	NA	0	0.992678147880788
KCNQ3	0.99262658554192	1	NA	NA	NA	NA	0	0.99262658554192
TBX22	0.992575023203052	-1	NA	NA	NA	NA	0	0.992575023203052
CD177	0.992523460864185	1	NA	NA	NA	NA	0	0.992523460864185
LAMB3	0.992471898525317	1	NA	NA	NA	NA	0	0.992471898525317
LRP4	0.992420336186449	1	NA	NA	NA	NA	0	0.992420336186449
PCDH11X	0.992368773847582	-1	NA	NA	NA	NA	0	0.992368773847582
SEC14L3	0.992317211508714	-1	NA	NA	NA	NA	0	0.992317211508714
METTL7B	0.992265649169846	1	NA	NA	NA	NA	0	0.992265649169846
SRARP	0.992214086830979	-1	NA	NA	NA	NA	0	0.992214086830979
ZMAT4	0.992162524492111	-1	NA	NA	NA	NA	0	0.992162524492111
EPHA5-AS1	0.992110962153243	-1	NA	NA	NA	NA	0	0.992110962153243
AC254633.1	0.992059399814376	1	NA	NA	NA	NA	0	0.992059399814376
SERPINA5	0.992007837475508	-1	NA	NA	NA	NA	0	0.992007837475508
FER1L6	0.99195627513664	-1	NA	NA	NA	NA	0	0.99195627513664
SERPINA1	0.991904712797772	1	NA	NA	NA	NA	0	0.991904712797772
CRLF2	0.991853150458905	1	NA	NA	NA	NA	0	0.991853150458905
GPR142	0.991801588120037	-1	NA	NA	NA	NA	0	0.991801588120037
GPC3	0.99175002578117	-1	NA	NA	NA	NA	0	0.99175002578117
TACSTD2	0.991698463442302	1	NA	NA	NA	NA	0	0.991698463442302
C2CD4A	0.991646901103434	1	NA	NA	NA	NA	0	0.991646901103434
IGSF1	0.991595338764566	1	NA	NA	NA	NA	0	0.991595338764566
CDH3	0.991543776425699	1	NA	NA	NA	NA	0	0.991543776425699
COMP	0.991492214086831	1	NA	NA	NA	NA	0	0.991492214086831
DUSP13	0.991440651747963	1	NA	NA	NA	NA	0	0.991440651747963
CITED1	0.991389089409096	1	NA	NA	NA	NA	0	0.991389089409096
NRXN1	0.991337527070228	-1	NA	NA	NA	NA	0	0.991337527070228
AADACP1	0.99128596473136	-1	NA	NA	NA	NA	0	0.99128596473136
ICAM5	0.991234402392492	1	NA	NA	NA	NA	0	0.991234402392492
MIR3189	0.991182840053625	1	NA	NA	NA	NA	0	0.991182840053625
AC104137.1	0.991131277714757	-1	NA	NA	NA	NA	0	0.991131277714757
XKRX	0.99107971537589	1	NA	NA	NA	NA	0	0.99107971537589
GDF10	0.991028153037022	-1	NA	NA	NA	NA	0	0.991028153037022
SCEL	0.990976590698154	1	NA	NA	NA	NA	0	0.990976590698154
AL353746.1	0.990925028359286	-1	NA	NA	NA	NA	0	0.990925028359286
NOL4	0.990873466020419	-1	NA	NA	NA	NA	0	0.990873466020419
HAGLROS	0.990821903681551	1	NA	NA	NA	NA	0	0.990821903681551
MIR4500HG	0.990770341342683	-1	NA	NA	NA	NA	0	0.990770341342683
AC002383.1	0.990718779003816	-1	NA	NA	NA	NA	0	0.990718779003816
SYNDIG1L	0.990667216664948	1	NA	NA	NA	NA	0	0.990667216664948
KCNN4	0.99061565432608	1	NA	NA	NA	NA	0	0.99061565432608
SLITRK5	0.990564091987213	-1	NA	NA	NA	NA	0	0.990564091987213
CCDC33	0.990512529648345	1	NA	NA	NA	NA	0	0.990512529648345
PSG8	0.990460967309477	1	NA	NA	NA	NA	0	0.990460967309477
KCTD16	0.99040940497061	-1	NA	NA	NA	NA	0	0.99040940497061
LINC02560	0.990357842631742	1	NA	NA	NA	NA	0	0.990357842631742
EPHA10	0.990306280292874	1	NA	NA	NA	NA	0	0.990306280292874
IGHE	0.990254717954006	-1	NA	NA	NA	NA	0	0.990254717954006
LINC02232	0.990203155615139	-1	NA	NA	NA	NA	0	0.990203155615139
GOLT1A	0.990151593276271	1	NA	NA	NA	NA	0	0.990151593276271
PMP2	0.990100030937403	-1	NA	NA	NA	NA	0	0.990100030937403
ASPHD1	0.990048468598536	1	NA	NA	NA	NA	0	0.990048468598536
SERPIND1	0.989996906259668	-1	NA	NA	NA	NA	0	0.989996906259668
AL390726.5	0.9899453439208	-1	NA	NA	NA	NA	0	0.9899453439208
PI16	0.989893781581933	-1	NA	NA	NA	NA	0	0.989893781581933
RYR2	0.989842219243065	-1	NA	NA	NA	NA	0	0.989842219243065
ETV4	0.989790656904197	1	NA	NA	NA	NA	0	0.989790656904197
SFN	0.98973909456533	1	NA	NA	NA	NA	0	0.98973909456533
SLC5A7	0.989687532226462	-1	NA	NA	NA	NA	0	0.989687532226462
GRIA1	0.989635969887594	-1	NA	NA	NA	NA	0	0.989635969887594
CARTPT	0.989584407548726	-1	NA	NA	NA	NA	0	0.989584407548726
AOX1	0.989532845209859	-1	NA	NA	NA	NA	0	0.989532845209859
AC016717.2	0.989481282870991	1	NA	NA	NA	NA	0	0.989481282870991
AC092954.1	0.989429720532123	1	NA	NA	NA	NA	0	0.989429720532123
MAPK4	0.989378158193256	-1	NA	NA	NA	NA	0	0.989378158193256
ADIPOQ	0.989326595854388	-1	NA	NA	NA	NA	0	0.989326595854388
PLA2G2E	0.98927503351552	1	NA	NA	NA	NA	0	0.98927503351552
TMEM132C	0.989223471176653	-1	NA	NA	NA	NA	0	0.989223471176653
LRP4-AS1	0.989171908837785	1	NA	NA	NA	NA	0	0.989171908837785
LINC01977	0.989120346498917	1	NA	NA	NA	NA	0	0.989120346498917
LINC01975	0.98906878416005	-1	NA	NA	NA	NA	0	0.98906878416005
EGFEM1P	0.989017221821182	1	NA	NA	NA	NA	0	0.989017221821182
TINCR	0.988965659482314	1	NA	NA	NA	NA	0	0.988965659482314
KRT6A	0.988914097143446	1	NA	NA	NA	NA	0	0.988914097143446
KRT17	0.988862534804579	1	NA	NA	NA	NA	0	0.988862534804579
AC010857.1	0.988810972465711	-1	NA	NA	NA	NA	0	0.988810972465711
CXCL17	0.988759410126843	1	NA	NA	NA	NA	0	0.988759410126843
HTR1E	0.988707847787976	-1	NA	NA	NA	NA	0	0.988707847787976
TCEAL5	0.988656285449108	-1	NA	NA	NA	NA	0	0.988656285449108
MRO	0.98860472311024	-1	NA	NA	NA	NA	0	0.98860472311024
AC011298.1	0.988553160771373	-1	NA	NA	NA	NA	0	0.988553160771373
IGSF10	0.988501598432505	-1	NA	NA	NA	NA	0	0.988501598432505
AC012038.2	0.988450036093637	1	NA	NA	NA	NA	0	0.988450036093637
AC244502.1	0.98839847375477	1	NA	NA	NA	NA	0	0.98839847375477
SERTM1	0.988346911415902	-1	NA	NA	NA	NA	0	0.988346911415902
CPNE4	0.988295349077034	1	NA	NA	NA	NA	0	0.988295349077034
MARCHF11	0.988243786738166	1	NA	NA	NA	NA	0	0.988243786738166
INAVA	0.988192224399299	1	NA	NA	NA	NA	0	0.988192224399299
OCA2	0.988140662060431	-1	NA	NA	NA	NA	0	0.988140662060431
OGN	0.988089099721563	-1	NA	NA	NA	NA	0	0.988089099721563
PLEKHN1	0.988037537382696	1	NA	NA	NA	NA	0	0.988037537382696
ALDH3B2	0.987985975043828	1	NA	NA	NA	NA	0	0.987985975043828
LINC01834	0.98793441270496	-1	NA	NA	NA	NA	0	0.98793441270496
IHH	0.987882850366093	-1	NA	NA	NA	NA	0	0.987882850366093
ADGRF4	0.987831288027225	1	NA	NA	NA	NA	0	0.987831288027225
UGT2B11	0.987779725688357	-1	NA	NA	NA	NA	0	0.987779725688357
SLC5A8	0.98772816334949	-1	NA	NA	NA	NA	0	0.98772816334949
AC092623.1	0.987676601010622	-1	NA	NA	NA	NA	0	0.987676601010622
LIPI	0.987625038671754	-1	NA	NA	NA	NA	0	0.987625038671754
LRRK2-DT	0.987573476332887	1	NA	NA	NA	NA	0	0.987573476332887
LINGO2	0.987521913994019	-1	NA	NA	NA	NA	0	0.987521913994019
STXBP5L	0.987470351655151	-1	NA	NA	NA	NA	0	0.987470351655151
AGR2	0.987418789316283	1	NA	NA	NA	NA	0	0.987418789316283
LINC01785	0.987367226977416	-1	NA	NA	NA	NA	0	0.987367226977416
STAB2	0.987315664638548	-1	NA	NA	NA	NA	0	0.987315664638548
FAM167A-AS1	0.98726410229968	-1	NA	NA	NA	NA	0	0.98726410229968
AL162388.2	0.987212539960813	-1	NA	NA	NA	NA	0	0.987212539960813
ASXL3	0.987160977621945	-1	NA	NA	NA	NA	0	0.987160977621945
ADAMTS14	0.987109415283077	1	NA	NA	NA	NA	0	0.987109415283077
SNORD3B-2	0.98705785294421	-1	NA	NA	NA	NA	0	0.98705785294421
C6	0.987006290605342	-1	NA	NA	NA	NA	0	0.987006290605342
LRRK2	0.986954728266474	1	NA	NA	NA	NA	0	0.986954728266474
C1orf158	0.986903165927607	-1	NA	NA	NA	NA	0	0.986903165927607
AGR3	0.986851603588739	-1	NA	NA	NA	NA	0	0.986851603588739
RNU5F-1	0.986800041249871	-1	NA	NA	NA	NA	0	0.986800041249871
CD1A	0.986748478911003	1	NA	NA	NA	NA	0	0.986748478911003
TFCP2L1	0.986696916572136	-1	NA	NA	NA	NA	0	0.986696916572136
CST1	0.986645354233268	1	NA	NA	NA	NA	0	0.986645354233268
SSTR3	0.9865937918944	1	NA	NA	NA	NA	0	0.9865937918944
IPCEF1	0.986542229555533	-1	NA	NA	NA	NA	0	0.986542229555533
MMRN1	0.986490667216665	-1	NA	NA	NA	NA	0	0.986490667216665
AP002358.2	0.986439104877797	1	NA	NA	NA	NA	0	0.986439104877797
AC008397.2	0.98638754253893	1	NA	NA	NA	NA	0	0.98638754253893
MT1G	0.986335980200062	-1	NA	NA	NA	NA	0	0.986335980200062
IBSP	0.986284417861194	1	NA	NA	NA	NA	0	0.986284417861194
AC108075.1	0.986232855522327	-1	NA	NA	NA	NA	0	0.986232855522327
MCEMP1	0.986181293183459	1	NA	NA	NA	NA	0	0.986181293183459
IL36RN	0.986129730844591	1	NA	NA	NA	NA	0	0.986129730844591
TMEM163	0.986078168505723	1	NA	NA	NA	NA	0	0.986078168505723
CYP2S1	0.986026606166856	1	NA	NA	NA	NA	0	0.986026606166856
CATSPER1	0.985975043827988	1	NA	NA	NA	NA	0	0.985975043827988
PCAT14	0.98592348148912	-1	NA	NA	NA	NA	0	0.98592348148912
CLDN1	0.985871919150253	1	NA	NA	NA	NA	0	0.985871919150253
KISS1R	0.985820356811385	1	NA	NA	NA	NA	0	0.985820356811385
NWD1	0.985768794472517	-1	NA	NA	NA	NA	0	0.985768794472517
LINC01170	0.98571723213365	1	NA	NA	NA	NA	0	0.98571723213365
AC141930.2	0.985665669794782	-1	NA	NA	NA	NA	0	0.985665669794782
CWH43	0.985614107455914	-1	NA	NA	NA	NA	0	0.985614107455914
LRRN4CL	0.985562545117047	-1	NA	NA	NA	NA	0	0.985562545117047
SEZ6L2	0.985510982778179	1	NA	NA	NA	NA	0	0.985510982778179
MMP13	0.985459420439311	1	NA	NA	NA	NA	0	0.985459420439311
ZNF536	0.985407858100443	-1	NA	NA	NA	NA	0	0.985407858100443
LINC00595	0.985356295761576	1	NA	NA	NA	NA	0	0.985356295761576
AC011270.2	0.985304733422708	-1	NA	NA	NA	NA	0	0.985304733422708
SOX11	0.98525317108384	1	NA	NA	NA	NA	0	0.98525317108384
DRAXIN	0.985201608744973	1	NA	NA	NA	NA	0	0.985201608744973
CDH4	0.985150046406105	1	NA	NA	NA	NA	0	0.985150046406105
AC016405.3	0.985098484067237	1	NA	NA	NA	NA	0	0.985098484067237
AC078899.4	0.98504692172837	-1	NA	NA	NA	NA	0	0.98504692172837
SLC27A6	0.984995359389502	1	NA	NA	NA	NA	0	0.984995359389502
HES2	0.984943797050634	1	NA	NA	NA	NA	0	0.984943797050634
C1QL1	0.984892234711767	1	NA	NA	NA	NA	0	0.984892234711767
AC078882.1	0.984840672372899	-1	NA	NA	NA	NA	0	0.984840672372899
DIO1	0.984789110034031	-1	NA	NA	NA	NA	0	0.984789110034031
GABRA6	0.984737547695163	1	NA	NA	NA	NA	0	0.984737547695163
AC024730.1	0.984685985356296	-1	NA	NA	NA	NA	0	0.984685985356296
CD164L2	0.984634423017428	1	NA	NA	NA	NA	0	0.984634423017428
SIGLEC15	0.98458286067856	1	NA	NA	NA	NA	0	0.98458286067856
MYBPH	0.984531298339693	1	NA	NA	NA	NA	0	0.984531298339693
SFTPA2	0.984479736000825	1	NA	NA	NA	NA	0	0.984479736000825
AC244502.3	0.984428173661957	1	NA	NA	NA	NA	0	0.984428173661957
NPW	0.98437661132309	1	NA	NA	NA	NA	0	0.98437661132309
SLC26A4-AS1	0.984325048984222	-1	NA	NA	NA	NA	0	0.984325048984222
LPAR5	0.984273486645354	1	NA	NA	NA	NA	0	0.984273486645354
SLC26A4	0.984221924306487	-1	NA	NA	NA	NA	0	0.984221924306487
AC090505.1	0.984170361967619	1	NA	NA	NA	NA	0	0.984170361967619
AC141930.1	0.984118799628751	-1	NA	NA	NA	NA	0	0.984118799628751
UPK3A	0.984067237289883	-1	NA	NA	NA	NA	0	0.984067237289883
AC104024.2	0.984015674951016	1	NA	NA	NA	NA	0	0.984015674951016
AC090023.2	0.983964112612148	1	NA	NA	NA	NA	0	0.983964112612148
TMEM174	0.98391255027328	-1	NA	NA	NA	NA	0	0.98391255027328
BRINP2	0.983860987934413	1	NA	NA	NA	NA	0	0.983860987934413
AC093866.1	0.983809425595545	1	NA	NA	NA	NA	0	0.983809425595545
LINC02343	0.983757863256677	1	NA	NA	NA	NA	0	0.983757863256677
PDLIM4	0.98370630091781	1	NA	NA	NA	NA	0	0.98370630091781
OIT3	0.983654738578942	1	NA	NA	NA	NA	0	0.983654738578942
FOXJ1	0.983603176240074	-1	NA	NA	NA	NA	0	0.983603176240074
LRG1	0.983551613901207	1	NA	NA	NA	NA	0	0.983551613901207
SHISA6	0.983500051562339	1	NA	NA	NA	NA	0	0.983500051562339
KCNJ2	0.983448489223471	1	NA	NA	NA	NA	0	0.983448489223471
CRLF1	0.983396926884603	1	NA	NA	NA	NA	0	0.983396926884603
CBLN1	0.983345364545736	1	NA	NA	NA	NA	0	0.983345364545736
AP000997.4	0.983293802206868	1	NA	NA	NA	NA	0	0.983293802206868
PLA2R1	0.983242239868	-1	NA	NA	NA	NA	0	0.983242239868
SPTBN2	0.983190677529133	1	NA	NA	NA	NA	0	0.983190677529133
PTCHD4	0.983139115190265	1	NA	NA	NA	NA	0	0.983139115190265
SYT8	0.983087552851397	1	NA	NA	NA	NA	0	0.983087552851397
AL391845.2	0.98303599051253	1	NA	NA	NA	NA	0	0.98303599051253
MMP1	0.982984428173662	1	NA	NA	NA	NA	0	0.982984428173662
AC062015.1	0.982932865834794	-1	NA	NA	NA	NA	0	0.982932865834794
MMP7	0.982881303495927	1	NA	NA	NA	NA	0	0.982881303495927
SLC26A7	0.982829741157059	-1	NA	NA	NA	NA	0	0.982829741157059
AL353699.1	0.982778178818191	-1	NA	NA	NA	NA	0	0.982778178818191
AC098476.1	0.982726616479323	1	NA	NA	NA	NA	0	0.982726616479323
AC080038.1	0.982675054140456	1	NA	NA	NA	NA	0	0.982675054140456
MISP	0.982623491801588	1	NA	NA	NA	NA	0	0.982623491801588
GBX2	0.98257192946272	1	NA	NA	NA	NA	0	0.98257192946272
AC107308.1	0.982520367123853	1	NA	NA	NA	NA	0	0.982520367123853
OLAH	0.982468804784985	1	NA	NA	NA	NA	0	0.982468804784985
ADH1C	0.982417242446117	-1	NA	NA	NA	NA	0	0.982417242446117
BAIAP3	0.98236568010725	1	NA	NA	NA	NA	0	0.98236568010725
FAM247A	0.982314117768382	1	NA	NA	NA	NA	0	0.982314117768382
BANF2	0.982262555429514	-1	NA	NA	NA	NA	0	0.982262555429514
SRCIN1	0.982210993090647	1	NA	NA	NA	NA	0	0.982210993090647
VSTM2A	0.982159430751779	-1	NA	NA	NA	NA	0	0.982159430751779
ART2P	0.982107868412911	-1	NA	NA	NA	NA	0	0.982107868412911
FUT9	0.982056306074043	1	NA	NA	NA	NA	0	0.982056306074043
DSC3	0.982004743735176	1	NA	NA	NA	NA	0	0.982004743735176
IGFBPL1	0.981953181396308	-1	NA	NA	NA	NA	0	0.981953181396308
TRIM63	0.98190161905744	1	NA	NA	NA	NA	0	0.98190161905744
NT5C1A	0.981850056718573	1	NA	NA	NA	NA	0	0.981850056718573
FDCSP	0.981798494379705	-1	NA	NA	NA	NA	0	0.981798494379705
PCSK2	0.981746932040837	1	NA	NA	NA	NA	0	0.981746932040837
LYVE1	0.98169536970197	-1	NA	NA	NA	NA	0	0.98169536970197
AL355312.3	0.981643807363102	1	NA	NA	NA	NA	0	0.981643807363102
CNTN5	0.981592245024234	-1	NA	NA	NA	NA	0	0.981592245024234
MARCHF4	0.981540682685367	1	NA	NA	NA	NA	0	0.981540682685367
AL391650.2	0.981489120346499	1	NA	NA	NA	NA	0	0.981489120346499
TAC1	0.981437558007631	-1	NA	NA	NA	NA	0	0.981437558007631
