gene	log2FC	padj	AveExpr	t
GLMP	0.525990577572719	2.59177555480355e-09	4.66477009888286	7.41548189339152
LINC00471	-0.525936185548092	5.11932188297422e-06	-0.885557538183155	-5.32102620432763
CENPB	0.52593412438897	1.07683734545822e-09	6.63614583313829	7.65473830827214
COL4A2	0.525927426462142	0.00035628856144539	7.99835501232675	4.0432737349538
ADAMDEC1	-0.525884124319926	0.172899436075916	-0.0847869503998666	-1.53187168975525
ZBTB20-AS1	-0.525802509728702	0.00577991384935529	-3.6518557213837	-3.08250256230839
CD1C	0.525794885927401	0.170597560898654	0.687905698556643	1.53973710328092
POR	-0.525696382244573	3.80508131303586e-07	7.98674474483632	-6.05166349972655
AC010641.2	0.525632816985396	0.0617163526042744	-4.2306548327945	2.08448277248413
REV3L	-0.525590066406603	2.85630569078626e-07	4.89223833655532	-6.1311264335268
AC099521.1	-0.525463492934565	0.00629358334981399	-3.20349400530395	-3.05035681408965
ZSCAN12P1	-0.52541376786694	1.21060931241065e-05	-0.177029039215326	-5.07239651906847
MYMK	0.525015929559755	0.0410196886412609	-5.48740879635902	2.27718095710164
MTCO1P42	0.52497429297041	0.0196386832161067	-5.76026219412333	2.59851862536791
TPH1	0.524950358507841	0.00823968191699708	-0.647814632888126	2.94761353062605
NXF1	0.524911389034457	1.45905054035284e-09	6.79698419309469	7.57254006148288
PAXIP1-AS2	-0.52489651591875	2.97790485414818e-07	3.11352012655974	-6.11951566686985
NBPF26	-0.52489186883638	6.34206783693382e-05	1.07929116583639	-4.58152467044185
MIF-AS1	-0.524862362691906	7.15135643594219e-06	-1.48147341149504	-5.22502044822337
CCDC134	-0.524821672093515	2.77363620211921e-09	3.31699628749017	-7.39716102989512
PCDH15	-0.524718348416486	0.0989417413123428	-3.84384375361782	-1.8443639115451
SFTA3	0.52464390664392	2.69947317791694e-05	5.56102648251015	4.83591522826582
FLJ42393	-0.524568053257219	0.0339503196822485	-5.4316437275268	-2.36250035239783
RPL7P17	-0.524552639643849	0.0148853720329525	-4.67060818776998	-2.71291082099804
A1BG	0.524415119014213	0.000380406628142286	-2.69145599242447	4.02204266595429
AC100821.2	-0.524384806128135	0.00848379574956822	-4.60789652110535	-2.93605184151541
MC1R	-0.52428760368566	6.2928086777812e-06	1.88789179646438	-5.26178236617781
NUP50	-0.524278724925248	1.40056246698244e-12	5.44808424791549	-9.48798899097836
AL096794.1	0.524273180011322	0.00121648782701623	-2.27080654307667	3.63734605800445
CHEK2	0.524180950878676	2.39910331016665e-07	2.77150079657474	6.17944262520147
AC048344.4	0.524147341347608	0.00187708084374416	-2.18039884351675	3.48773673507899
AC068338.2	-0.524097957257103	9.20493064046205e-08	0.809147626686904	-6.44219515904018
ABHD11	0.524035197527507	1.21771521023271e-08	5.72277258054369	6.99478342290145
SERPINB8	0.524027099834528	2.71509821616087e-06	3.45465377141685	5.50173755470587
TXNRD1	-0.52401842719288	4.21065232866183e-08	5.85297625875245	-6.65555026799064
RPL7AP11	0.523892425745579	0.00129120396764075	-1.71271890732099	3.61686814065528
SNPH	-0.523880658529129	4.66452573156378e-06	3.69876930267988	-5.34726873369715
AC022973.5	-0.523814429331506	0.019653033531373	-3.13436582115738	-2.59817534536127
AL137782.1	-0.523787588522977	0.028734647713886	-1.88855972502465	-2.43629115702862
NDUFAF8	0.523627624203879	1.59436699876631e-05	4.04048464953975	4.99136394447637
AC097638.1	-0.523610058858497	0.00961079811822163	-4.34189725166576	-2.88749085606521
AC099332.1	0.523396495044431	0.00200420474485904	-2.70368529062317	3.46483589757696
LINC02513	0.523392776380546	0.0349098069127479	-6.18413739057304	2.35004738856083
H2AC10P	-0.52336623056487	0.0260669441052141	-4.87705929652779	-2.47815183547859
SEC62-AS1	-0.523363199927338	0.0129306614380805	-3.6022754834533	-2.77018272069403
STRA6LP	-0.523323163445212	0.0177895758322688	-4.10836914443274	-2.63993230682869
NBPF2P	-0.523220239704511	0.00122508411042533	-1.17005194799639	-3.63477771992274
RPS20	0.52317059628684	4.51127368653028e-06	9.63708869629686	5.35686747182575
RPL37P6	0.523133445253595	0.00843971562675579	-2.06822384332433	2.93822655883182
AC006557.1	-0.523041419894134	0.00813197757509499	-4.17746753964182	-2.95262493234912
TBCE	-0.523034336691301	2.92110402710172e-05	-0.13653592137822	-4.81256123645987
AC068792.1	0.522956316677198	0.00653293086695828	-3.3074656552734	3.0361703791417
GATA3-AS1	0.522893748829847	0.0760520092636796	-5.14560917321802	1.98085497097142
AC069542.1	0.522875345345589	0.0465686356392019	-5.2963135407221	2.21870592609634
GYG2	-0.522843464172363	0.000788196988435833	1.28018432050248	-3.78333842980808
LINC00051	-0.522829991568123	0.0919389087763919	-5.24092529309961	-1.88313376812691
IGHV3-64	-0.522828437778605	0.147196133981188	-3.00279473199321	-1.62512815778488
JAML	0.522800650944004	0.0330764464316923	2.87659132059861	2.37430017972335
Z98884.1	0.522763664002978	0.00219045899739299	-2.26586473541224	3.43357132752428
C8orf34	-0.522706544827197	0.0238570746924216	-1.41615993713161	-2.51631080017435
